id,user_id,date,amount,merchant,description,channel,raw_entry
13,demo,2024-02-13,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-02-13,499.00,NETFLIX.COM/BILL,CARD"
14,demo,2024-02-17,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-02-17,199.00,AUDIBLE.IN*MEMBER,CARD"
15,demo,2024-02-22,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-02-22,299.00,HOTSTAR*PREMIUM,CARD"
16,demo,2024-02-25,3523.43,IRCTC WEB BOOKING,RECURRING CHARGE - IRCTC WEB BOOKING,CARD,"2024-02-25,3523.43,IRCTC WEB BOOKING,CARD"
17,demo,2024-02-27,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-02-27,75.00,APPLE.COM/BILL,CARD"
18,demo,2024-03-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-03-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
19,demo,2024-03-02,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-03-02,149.00,GOOGLE*YOUTUBE PREM,CARD"
20,demo,2024-03-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-03-05,119.00,SPOTIFY PREMIUM,CARD"
21,demo,2024-03-15,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-03-15,499.00,NETFLIX.COM/BILL,CARD"
22,demo,2024-03-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-03-20,299.00,HOTSTAR*PREMIUM,CARD"
23,demo,2024-03-20,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-03-20,199.00,AUDIBLE.IN*MEMBER,CARD"
24,demo,2024-03-23,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-03-23,75.00,APPLE.COM/BILL,CARD"
25,demo,2024-04-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-04-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
26,demo,2024-04-03,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-04-03,119.00,SPOTIFY PREMIUM,CARD"
27,demo,2024-04-05,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-04-05,149.00,GOOGLE*YOUTUBE PREM,CARD"
28,demo,2024-04-09,230.44,ZOMATO*ORDER,UPI AUTOPAY - ZOMATO*ORDER,UPI,"2024-04-09,230.44,ZOMATO*ORDER,UPI"
29,demo,2024-04-14,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-04-14,499.00,NETFLIX.COM/BILL,CARD"
30,demo,2024-04-14,17999.00,LINKEDIN*PREMIUM,RECURRING CHARGE - LINKEDIN*PREMIUM,CARD,"2024-04-14,17999.00,LINKEDIN*PREMIUM,CARD"
31,demo,2024-04-20,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-04-20,199.00,AUDIBLE.IN*MEMBER,CARD"
32,demo,2024-04-22,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-04-22,299.00,HOTSTAR*PREMIUM,CARD"
33,demo,2024-04-26,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-04-26,75.00,APPLE.COM/BILL,CARD"
34,demo,2024-05-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-05-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
35,demo,2024-05-02,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-05-02,149.00,GOOGLE*YOUTUBE PREM,CARD"
36,demo,2024-05-04,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-05-04,119.00,SPOTIFY PREMIUM,CARD"
37,demo,2024-05-14,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-05-14,499.00,NETFLIX.COM/BILL,CARD"
38,demo,2024-05-16,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-05-16,199.00,AUDIBLE.IN*MEMBER,CARD"
39,demo,2024-05-19,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-05-19,299.00,HOTSTAR*PREMIUM,CARD"
40,demo,2024-05-26,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-05-26,75.00,APPLE.COM/BILL,CARD"
41,demo,2024-06-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-06-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
42,demo,2024-06-02,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-06-02,149.00,GOOGLE*YOUTUBE PREM,CARD"
43,demo,2024-06-06,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-06-06,119.00,SPOTIFY PREMIUM,CARD"
44,demo,2024-06-14,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-06-14,499.00,NETFLIX.COM/BILL,CARD"
45,demo,2024-06-18,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-06-18,299.00,HOTSTAR*PREMIUM,CARD"
46,demo,2024-06-20,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-06-20,199.00,AUDIBLE.IN*MEMBER,CARD"
47,demo,2024-06-27,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-06-27,75.00,APPLE.COM/BILL,CARD"
48,demo,2024-07-03,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-07-03,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
49,demo,2024-07-04,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-07-04,149.00,GOOGLE*YOUTUBE PREM,CARD"
50,demo,2024-07-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-07-05,119.00,SPOTIFY PREMIUM,CARD"
51,demo,2024-07-13,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-07-13,499.00,NETFLIX.COM/BILL,CARD"
52,demo,2024-07-13,311.63,SWIGGY*DELIVERY,UPI AUTOPAY - SWIGGY*DELIVERY,UPI,"2024-07-13,311.63,SWIGGY*DELIVERY,UPI"
53,demo,2024-07-18,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-07-18,299.00,HOTSTAR*PREMIUM,CARD"
54,demo,2024-07-18,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-07-18,199.00,AUDIBLE.IN*MEMBER,CARD"
55,demo,2024-07-26,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-07-26,75.00,APPLE.COM/BILL,CARD"
56,demo,2024-08-03,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-08-03,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
57,demo,2024-08-04,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-08-04,149.00,GOOGLE*YOUTUBE PREM,CARD"
58,demo,2024-08-04,692.39,PHARMEASY ORDER,UPI AUTOPAY - PHARMEASY ORDER,UPI,"2024-08-04,692.39,PHARMEASY ORDER,UPI"
59,demo,2024-08-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-08-05,119.00,SPOTIFY PREMIUM,CARD"
60,demo,2024-08-07,434.49,UBER INDIA,UPI AUTOPAY - UBER INDIA,UPI,"2024-08-07,434.49,UBER INDIA,UPI"
61,demo,2024-08-13,269.03,PAYTM MOVIE,UPI AUTOPAY - PAYTM MOVIE,UPI,"2024-08-13,269.03,PAYTM MOVIE,UPI"
62,demo,2024-08-17,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-08-17,499.00,NETFLIX.COM/BILL,CARD"
63,demo,2024-08-18,923.51,IRCTC WEB BOOKING,RECURRING CHARGE - IRCTC WEB BOOKING,CARD,"2024-08-18,923.51,IRCTC WEB BOOKING,CARD"
64,demo,2024-08-19,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-08-19,299.00,HOTSTAR*PREMIUM,CARD"
65,demo,2024-08-19,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-08-19,199.00,AUDIBLE.IN*MEMBER,CARD"
66,demo,2024-08-27,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-08-27,75.00,APPLE.COM/BILL,CARD"
67,demo,2024-08-31,619.66,DMart RETAIL,RECURRING CHARGE - DMart RETAIL,CARD,"2024-08-31,619.66,DMart RETAIL,CARD"
68,demo,2024-09-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-09-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
69,demo,2024-09-03,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-09-03,149.00,GOOGLE*YOUTUBE PREM,CARD"
70,demo,2024-09-04,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-09-04,119.00,SPOTIFY PREMIUM,CARD"
71,demo,2024-09-13,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-09-13,499.00,NETFLIX.COM/BILL,CARD"
72,demo,2024-09-16,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-09-16,199.00,AUDIBLE.IN*MEMBER,CARD"
73,demo,2024-09-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-09-20,299.00,HOTSTAR*PREMIUM,CARD"
74,demo,2024-09-25,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-09-25,75.00,APPLE.COM/BILL,CARD"
75,demo,2024-10-03,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-10-03,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
76,demo,2024-10-04,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-10-04,119.00,SPOTIFY PREMIUM,CARD"
77,demo,2024-10-05,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-10-05,149.00,GOOGLE*YOUTUBE PREM,CARD"
78,demo,2024-10-16,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-10-16,199.00,AUDIBLE.IN*MEMBER,CARD"
79,demo,2024-10-17,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-10-17,499.00,NETFLIX.COM/BILL,CARD"
80,demo,2024-10-18,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-10-18,299.00,HOTSTAR*PREMIUM,CARD"
81,demo,2024-10-27,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-10-27,75.00,APPLE.COM/BILL,CARD"
82,demo,2024-11-02,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-11-02,149.00,GOOGLE*YOUTUBE PREM,CARD"
83,demo,2024-11-02,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-11-02,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
84,demo,2024-11-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-11-05,119.00,SPOTIFY PREMIUM,CARD"
85,demo,2024-11-16,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-11-16,499.00,NETFLIX.COM/BILL,CARD"
86,demo,2024-11-18,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-11-18,199.00,AUDIBLE.IN*MEMBER,CARD"
87,demo,2024-11-19,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-11-19,299.00,HOTSTAR*PREMIUM,CARD"
88,demo,2024-11-23,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-11-23,75.00,APPLE.COM/BILL,CARD"
89,demo,2024-12-03,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2024-12-03,119.00,SPOTIFY PREMIUM,CARD"
90,demo,2024-12-03,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2024-12-03,149.00,GOOGLE*YOUTUBE PREM,CARD"
91,demo,2024-12-03,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2024-12-03,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
92,demo,2024-12-13,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2024-12-13,499.00,NETFLIX.COM/BILL,CARD"
93,demo,2024-12-13,189.40,SWIGGY*DELIVERY,UPI AUTOPAY - SWIGGY*DELIVERY,UPI,"2024-12-13,189.40,SWIGGY*DELIVERY,UPI"
94,demo,2024-12-18,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2024-12-18,299.00,HOTSTAR*PREMIUM,CARD"
95,demo,2024-12-18,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2024-12-18,199.00,AUDIBLE.IN*MEMBER,CARD"
96,demo,2024-12-23,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2024-12-23,75.00,APPLE.COM/BILL,CARD"
97,demo,2025-01-01,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-01-01,149.00,GOOGLE*YOUTUBE PREM,CARD"
98,demo,2025-01-02,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-01-02,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
99,demo,2025-01-03,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-01-03,119.00,SPOTIFY PREMIUM,CARD"
100,demo,2025-01-12,1499.00,AMAZON PRIME*MEMBER,UPI AUTOPAY - AMAZON PRIME*MEMBER,UPI,"2025-01-12,1499.00,AMAZON PRIME*MEMBER,UPI"
101,demo,2025-01-13,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-01-13,499.00,NETFLIX.COM/BILL,CARD"
102,demo,2025-01-17,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-01-17,199.00,AUDIBLE.IN*MEMBER,CARD"
103,demo,2025-01-21,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-01-21,299.00,HOTSTAR*PREMIUM,CARD"
104,demo,2025-01-27,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-01-27,75.00,APPLE.COM/BILL,CARD"
105,demo,2025-02-02,149.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-02-02,149.00,GOOGLE*YOUTUBE PREM,CARD"
106,demo,2025-02-06,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-02-06,119.00,SPOTIFY PREMIUM,CARD"
107,demo,2025-02-12,4362.81,AMAZON.IN*PURCHASE,RECURRING CHARGE - AMAZON.IN*PURCHASE,CARD,"2025-02-12,4362.81,AMAZON.IN*PURCHASE,CARD"
108,demo,2025-02-13,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-02-13,499.00,NETFLIX.COM/BILL,CARD"
109,demo,2025-02-16,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-02-16,199.00,AUDIBLE.IN*MEMBER,CARD"
110,demo,2025-02-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-02-20,299.00,HOTSTAR*PREMIUM,CARD"
111,demo,2025-02-24,325.49,ZOMATO*ORDER,UPI AUTOPAY - ZOMATO*ORDER,UPI,"2025-02-24,325.49,ZOMATO*ORDER,UPI"
112,demo,2025-02-25,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-02-25,75.00,APPLE.COM/BILL,CARD"
113,demo,2025-03-01,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-03-01,189.00,GOOGLE*YOUTUBE PREM,CARD"
114,demo,2025-03-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-03-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
115,demo,2025-03-03,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-03-03,119.00,SPOTIFY PREMIUM,CARD"
116,demo,2025-03-08,334.58,PAYTM MOVIE,UPI AUTOPAY - PAYTM MOVIE,UPI,"2025-03-08,334.58,PAYTM MOVIE,UPI"
117,demo,2025-03-14,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-03-14,499.00,NETFLIX.COM/BILL,CARD"
118,demo,2025-03-17,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-03-17,199.00,AUDIBLE.IN*MEMBER,CARD"
119,demo,2025-03-21,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-03-21,299.00,HOTSTAR*PREMIUM,CARD"
120,demo,2025-03-25,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-03-25,75.00,APPLE.COM/BILL,CARD"
121,demo,2025-04-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-04-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
122,demo,2025-04-03,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-04-03,189.00,GOOGLE*YOUTUBE PREM,CARD"
123,demo,2025-04-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-04-05,119.00,SPOTIFY PREMIUM,CARD"
124,demo,2025-04-10,17999.00,LINKEDIN*PREMIUM,RECURRING CHARGE - LINKEDIN*PREMIUM,CARD,"2025-04-10,17999.00,LINKEDIN*PREMIUM,CARD"
125,demo,2025-04-14,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-04-14,499.00,NETFLIX.COM/BILL,CARD"
126,demo,2025-04-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-04-20,299.00,HOTSTAR*PREMIUM,CARD"
127,demo,2025-04-20,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-04-20,199.00,AUDIBLE.IN*MEMBER,CARD"
128,demo,2025-04-23,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-04-23,75.00,APPLE.COM/BILL,CARD"
129,demo,2025-04-29,761.74,PHARMEASY ORDER,UPI AUTOPAY - PHARMEASY ORDER,UPI,"2025-04-29,761.74,PHARMEASY ORDER,UPI"
130,demo,2025-05-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-05-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
131,demo,2025-05-04,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-05-04,189.00,GOOGLE*YOUTUBE PREM,CARD"
132,demo,2025-05-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-05-05,119.00,SPOTIFY PREMIUM,CARD"
133,demo,2025-05-16,199.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-05-16,199.00,AUDIBLE.IN*MEMBER,CARD"
134,demo,2025-05-17,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-05-17,499.00,NETFLIX.COM/BILL,CARD"
135,demo,2025-05-19,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-05-19,299.00,HOTSTAR*PREMIUM,CARD"
136,demo,2025-05-25,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-05-25,75.00,APPLE.COM/BILL,CARD"
137,demo,2025-06-03,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-06-03,189.00,GOOGLE*YOUTUBE PREM,CARD"
138,demo,2025-06-03,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-06-03,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
139,demo,2025-06-07,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-06-07,119.00,SPOTIFY PREMIUM,CARD"
140,demo,2025-06-13,1758.11,DMart RETAIL,RECURRING CHARGE - DMart RETAIL,CARD,"2025-06-13,1758.11,DMart RETAIL,CARD"
141,demo,2025-06-16,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-06-16,149.00,AUDIBLE.IN*MEMBER,CARD"
142,demo,2025-06-17,499.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-06-17,499.00,NETFLIX.COM/BILL,CARD"
143,demo,2025-06-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-06-20,299.00,HOTSTAR*PREMIUM,CARD"
144,demo,2025-06-24,249.54,PAYTM MOVIE,UPI AUTOPAY - PAYTM MOVIE,UPI,"2025-06-24,249.54,PAYTM MOVIE,UPI"
145,demo,2025-06-26,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-06-26,75.00,APPLE.COM/BILL,CARD"
146,demo,2025-07-01,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-07-01,189.00,GOOGLE*YOUTUBE PREM,CARD"
147,demo,2025-07-02,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-07-02,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
148,demo,2025-07-05,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-07-05,119.00,SPOTIFY PREMIUM,CARD"
149,demo,2025-07-13,649.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-07-13,649.00,NETFLIX.COM/BILL,CARD"
